date,FIRSTBANK,GTB,ACCESS,ZENITH,UBA
2016-07-26,3.57,22.36,5.7,16.39,4.6
2016-07-27,3.52,23.47,5.61,16.8,4.57
2016-07-28,3.35,23.5,5.51,16.31,4.57
2016-07-29,3.41,24.05,5.58,16.91,4.55
2016-08-01,3.35,24.29,5.5,16.71,4.64
2016-08-02,3.3,24.09,5.68,16.8,4.77
2016-08-03,3.3,24.06,5.6,16.45,4.54
2016-08-04,3.33,23.88,5.6,16.35,4.61
2016-08-05,3.3,23.11,5.48,16.03,4.51
2016-08-08,3.29,23.95,5.6,16.01,4.55
2016-08-09,3.3,24.0,5.5,16.0,4.45
2016-08-10,3.3,24.29,5.6,16.0,4.49
2016-08-11,3.27,24.0,5.58,15.6,4.44
2016-08-12,3.14,24.25,5.57,15.3,4.4
2016-08-15,3.12,24.16,5.54,15.0,4.18
2016-08-16,3.12,24.59,5.41,15.25,4.31
2016-08-17,3.13,25.0,5.33,15.0,4.25
2016-08-18,3.1,24.7,5.34,15.3,4.3
2016-08-19,3.1,25.25,5.6,15.8,4.36
2016-08-22,3.13,25.65,5.86,15.77,4.6
2016-08-23,3.17,25.9,5.8,15.76,4.53
2016-08-24,3.16,26.26,5.65,15.59,4.46
2016-08-25,3.1,26.25,5.67,15.3,4.45
2016-08-26,3.03,26.29,5.6,15.3,4.44
2016-08-29,2.97,25.95,5.6,15.3,4.45
2016-08-30,3.0,26.1,5.58,14.95,4.34
2016-08-31,3.05,26.5,5.53,14.9,4.35
2016-09-01,3.1,26.5,5.6,14.9,4.31
2016-09-02,3.18,27.04,5.61,14.8,4.34
2016-09-05,3.15,27.01,5.7,14.95,4.5
2016-09-06,3.06,27.0,5.41,14.6,4.52
2016-09-07,3.07,27.0,5.42,14.6,4.59
2016-09-08,3.06,27.0,5.47,14.68,4.4
2016-09-09,3.05,27.0,5.53,14.6,4.51
2016-09-14,3.04,27.0,5.53,14.59,4.28
2016-09-15,3.01,26.5,5.57,14.53,4.21
2016-09-16,2.95,27.05,5.56,14.5,4.2
2016-09-19,3.08,27.1,5.56,14.53,4.21
2016-09-20,3.05,27.0,5.58,14.6,4.3
2016-09-21,3.09,26.77,5.57,15.0,4.31
2016-09-22,3.05,25.83,5.58,15.79,4.3
2016-09-23,3.1,25.09,5.58,15.6,4.3
2016-09-26,3.2,25.09,5.58,15.45,4.16
2016-09-27,3.17,24.99,5.53,15.6,4.18
2016-09-28,3.18,24.9,5.46,15.78,4.2
2016-09-29,3.15,24.34,5.53,15.7,4.2
2016-09-30,3.16,24.0,5.55,15.21,4.2
2016-10-04,3.11,24.99,5.45,15.57,4.01
2016-10-05,3.1,24.1,5.4,15.0,4.03
2016-10-06,3.07,23.86,5.4,14.95,4.15
2016-10-07,3.1,23.45,5.4,14.23,4.17
2016-10-10,3.1,23.9,5.44,14.55,4.1
2016-10-11,3.0,23.85,5.56,15.04,4.18
2016-10-12,3.02,24.0,5.65,15.1,4.31
2016-10-13,2.99,22.86,5.6,15.06,4.25
2016-10-14,3.02,23.5,5.65,15.0,4.25
2016-10-17,2.95,23.5,5.6,14.7,4.21
2016-10-18,3.01,23.35,5.52,14.75,4.22
2016-10-19,3.0,23.3,5.55,14.69,4.25
2016-10-20,3.01,24.49,5.63,14.75,4.29
2016-10-21,2.99,24.28,5.65,14.75,4.26
2016-10-24,2.99,24.25,5.68,15.0,4.2
2016-10-25,3.0,24.15,5.65,14.9,4.19
2016-10-26,3.0,24.0,5.65,15.0,4.26
2016-10-27,3.0,24.0,5.68,14.95,4.2
2016-10-28,3.03,23.85,5.7,14.9,4.26
2016-10-31,3.0,23.5,5.65,14.7,4.25
2016-11-01,3.1,23.8,5.65,14.81,4.27
2016-11-02,3.05,23.6,5.65,14.81,4.26
2016-11-03,3.05,23.5,5.68,15.1,4.3
2016-11-04,3.05,22.57,5.55,14.8,4.3
2016-11-07,3.05,21.86,5.48,14.79,4.27
2016-11-08,3.06,21.4,5.4,14.62,4.35
2016-11-09,3.04,20.65,5.15,14.21,4.2
2016-11-10,3.07,21.61,5.3,14.7,4.3
2016-11-11,3.05,21.48,5.3,15.13,4.3
2016-11-14,3.07,21.0,5.36,14.5,4.3
2016-11-15,3.07,21.9,5.5,14.38,4.3
2016-11-16,3.06,21.5,5.4,14.18,4.23
2016-11-17,3.06,21.4,5.5,14.12,4.25
2016-11-18,3.05,21.0,5.5,14.18,4.26
2016-11-21,3.02,21.0,5.53,14.15,4.25
2016-11-22,3.02,21.06,5.56,14.2,4.25
2016-11-23,3.0,21.31,5.6,14.16,4.3
2016-11-24,3.05,21.52,5.61,14.0,4.3
2016-11-25,3.07,21.51,5.68,13.8,4.3
2016-11-28,3.06,21.89,5.54,13.5,4.32
2016-11-29,3.07,21.8,5.39,13.52,4.31
2016-11-30,3.1,22.65,5.45,13.8,4.3
2016-12-01,3.11,22.8,5.45,13.8,4.31
2016-12-02,3.16,23.49,5.5,14.03,4.32
2016-12-05,3.21,23.0,5.5,14.35,4.32
2016-12-06,3.32,23.1,5.5,14.3,4.32
2016-12-07,3.42,23.15,5.5,14.25,4.3
2016-12-08,3.53,23.24,5.45,14.5,4.35
2016-12-09,3.5,23.34,5.39,14.5,4.39
2016-12-13,3.5,23.8,5.5,14.34,4.39
2016-12-14,3.5,24.51,5.59,14.5,4.33
2016-12-15,3.51,25.6,5.65,14.73,4.54
2016-12-16,3.5,25.5,5.62,14.39,4.5
2016-12-19,3.46,25.28,5.56,14.4,4.5
2016-12-20,3.41,24.8,5.69,14.38,4.57
2016-12-21,3.4,24.8,5.62,14.4,4.6
2016-12-22,3.5,24.66,5.7,14.4,4.55
2016-12-23,3.4,23.43,5.69,14.45,4.5
2016-12-28,3.5,23.39,5.97,14.69,4.6
2016-12-29,3.46,24.74,5.78,14.89,4.57
2016-12-30,3.35,24.7,5.87,14.75,4.5
2017-01-03,3.4,24.0,5.81,14.4,4.45
2017-01-04,3.33,22.9,5.85,14.55,4.51
2017-01-05,3.44,23.47,6.14,14.5,4.61
2017-01-06,3.5,23.54,6.28,14.77,4.68
2017-01-09,3.65,24.6,6.51,15.49,4.91
2017-01-10,3.66,23.56,6.3,15.1,4.75
2017-01-11,3.66,24.0,6.4,15.19,4.7
2017-01-12,3.6,23.98,6.57,15.5,4.93
2017-01-13,3.65,23.9,6.69,15.57,4.99
2017-01-16,3.65,23.89,6.89,15.9,5.0
2017-01-17,3.65,23.9,7.01,15.83,5.09
2017-01-18,3.63,23.91,7.02,15.8,5.1
2017-01-19,3.63,23.9,7.0,15.84,5.18
2017-01-20,3.57,23.96,7.0,16.0,5.18
2017-01-23,3.6,23.9,7.05,15.95,5.16
2017-01-24,3.55,23.9,7.0,15.4,5.1
2017-01-25,3.54,23.89,7.0,15.35,5.11
2017-01-26,3.52,24.5,6.95,15.5,5.15
2017-01-27,3.44,24.35,6.73,16.0,5.12
2017-01-30,3.5,23.97,6.7,15.9,4.98
2017-01-31,3.5,23.7,6.6,15.7,4.77
2017-02-01,3.5,23.45,6.8,15.39,4.88
2017-02-02,3.53,23.6,6.82,15.6,5.02
2017-02-03,3.5,23.02,6.8,15.56,5.0
2017-02-06,3.5,23.08,6.65,15.33,4.8
2017-02-07,3.33,23.5,6.6,15.0,4.8
2017-02-08,3.25,23.82,6.65,15.0,4.84
2017-02-09,3.15,23.81,6.61,15.01,4.8
2017-02-10,3.13,24.01,6.94,15.45,4.81
2017-02-13,3.13,24.25,6.8,15.74,4.8
2017-02-14,3.24,24.29,6.7,15.14,4.8
2017-02-15,3.2,23.8,6.6,15.01,4.8
2017-02-16,3.34,24.0,6.63,14.99,4.85
2017-02-17,3.3,24.3,6.82,15.0,4.85
2017-02-20,3.17,24.29,6.71,14.99,4.81
2017-02-21,3.27,24.1,6.88,14.7,4.76
2017-02-22,3.17,23.72,6.84,14.8,4.75
2017-02-23,3.15,24.65,6.69,14.8,4.9
2017-02-24,3.11,24.05,6.7,14.73,4.91
2017-02-27,3.15,24.62,6.72,14.8,4.9
2017-02-28,3.16,24.7,6.72,14.7,5.0
2017-03-01,3.02,24.71,6.72,14.0,5.01
2017-03-02,3.0,24.9,6.72,13.9,5.0
2017-03-03,3.15,24.8,6.73,14.35,5.01
2017-03-06,3.04,25.0,6.48,14.5,5.02
2017-03-07,3.0,25.95,6.45,14.69,5.03
2017-03-08,2.96,25.87,6.46,14.59,5.04
2017-03-09,2.98,24.61,6.7,14.65,5.01
2017-03-10,2.99,24.5,6.69,14.78,5.02
2017-03-13,3.07,25.0,6.69,13.3,5.02
2017-03-14,3.16,25.5,6.6,13.76,5.23
2017-03-15,3.15,25.35,6.53,14.15,5.2
2017-03-16,3.08,25.8,6.51,14.55,5.4
2017-03-17,3.14,26.3,6.43,14.13,5.5
2017-03-20,3.1,27.15,6.29,14.0,5.47
2017-03-21,3.09,26.79,6.2,13.65,5.31
2017-03-22,3.1,26.5,6.15,13.8,5.34
2017-03-23,3.07,26.8,5.93,13.6,5.4
2017-03-24,3.05,26.5,6.1,13.49,5.39
2017-03-27,3.11,26.5,6.19,13.5,5.5
2017-03-28,3.11,26.95,6.17,13.7,5.55
2017-03-29,3.03,25.2,6.19,13.78,5.6
2017-03-30,3.04,25.35,6.2,14.0,5.76
2017-03-31,3.05,24.9,6.28,14.05,5.77
2017-04-03,3.12,24.31,6.26,14.2,5.3
2017-04-04,3.1,24.17,6.25,14.3,5.18
2017-04-05,3.11,24.5,6.41,14.5,5.27
2017-04-06,3.09,25.0,6.28,14.5,5.26
2017-04-07,3.11,25.0,6.22,14.45,5.26
2017-04-10,3.13,24.8,6.2,14.44,5.26
2017-04-11,3.09,24.45,6.2,14.25,5.31
2017-04-12,3.19,24.87,6.19,14.3,5.36
2017-04-13,3.2,24.7,6.17,14.42,5.35
2017-04-18,3.36,24.5,6.19,14.5,5.2
2017-04-19,3.62,24.83,6.25,14.6,5.2
2017-04-20,3.61,24.9,6.27,14.51,5.2
2017-04-21,3.41,24.81,6.26,14.5,5.18
2017-04-24,3.41,25.7,6.26,14.8,5.4
2017-04-25,3.41,25.9,6.3,14.61,5.42
2017-04-26,3.48,26.05,6.4,14.62,5.5
2017-04-27,3.5,26.63,6.58,14.8,5.61
2017-04-28,3.17,26.63,6.65,14.9,5.82
2017-05-02,3.34,27.0,6.6,15.45,5.91
2017-05-03,3.47,27.0,6.74,15.7,6.28
2017-05-04,3.59,26.7,6.82,15.93,6.32
2017-05-05,3.62,26.7,6.83,16.18,6.27
2017-05-08,3.53,27.05,6.81,16.21,6.22
2017-05-09,3.65,27.5,7.14,16.4,6.5
2017-05-10,3.85,28.15,7.33,17.32,6.97
2017-05-11,4.1,29.55,7.4,18.18,6.95
2017-05-12,4.01,30.0,7.21,18.13,6.65
2017-05-15,3.79,29.01,7.0,17.1,6.64
2017-05-16,3.84,29.5,7.17,17.21,6.6
2017-05-17,3.98,30.7,7.38,17.1,6.5
2017-05-18,4.0,31.6,7.28,17.97,7.01
2017-05-19,4.01,31.5,7.35,17.89,7.29
2017-05-22,4.1,32.0,7.4,17.7,7.22
2017-05-23,4.11,32.13,7.35,17.71,6.99
2017-05-24,4.25,32.6,7.45,18.01,7.1
2017-05-25,4.44,33.6,7.3,18.22,7.3
2017-05-26,4.89,35.28,7.59,19.13,7.5
2017-05-30,5.28,35.8,7.9,19.5,7.72
2017-05-31,5.3,34.01,7.96,18.95,7.5
2017-06-01,5.83,33.47,8.4,19.5,7.87
2017-06-02,6.42,34.0,8.93,19.99,8.4
2017-06-05,7.07,34.11,9.45,20.18,8.4
2017-06-06,7.05,34.0,9.5,20.15,8.4
2017-06-07,6.4,33.7,9.57,19.99,8.46
2017-06-08,6.62,33.55,10.27,20.46,8.84
2017-06-09,7.0,33.5,10.4,20.7,9.0
2017-06-12,6.75,33.7,10.76,20.64,8.93
2017-06-13,6.7,33.73,10.36,20.85,8.78
2017-06-14,7.04,35.41,10.11,21.89,8.83
2017-06-15,6.99,36.0,10.0,22.9,8.76
2017-06-16,6.89,35.73,10.0,22.89,8.68
2017-06-19,6.55,36.0,10.0,22.5,8.75
2017-06-20,6.67,35.9,9.79,22.08,8.85
2017-06-21,6.34,34.99,9.4,21.2,8.82
2017-06-22,6.08,34.34,9.22,20.43,9.2
2017-06-23,5.89,34.5,8.86,20.33,8.32
2017-06-28,5.91,36.0,9.1,20.58,9.0
2017-06-29,6.2,35.7,9.55,20.9,9.47
2017-06-30,6.38,34.82,9.3,20.89,8.76
2017-07-03,6.12,34.44,9.33,20.51,8.7
2017-07-04,5.91,34.0,9.12,20.2,8.2
2017-07-05,6.05,34.0,9.0,20.2,8.38
2017-07-06,6.07,34.0,9.1,20.4,8.5
2017-07-07,6.1,34.6,9.13,20.6,8.5
2017-07-10,6.24,34.62,9.58,21.31,8.92
2017-07-11,6.2,35.51,9.8,22.02,9.01
2017-07-12,6.25,36.2,9.95,22.02,8.99
2017-07-13,6.18,36.9,9.8,22.1,9.0
2017-07-14,6.04,36.6,9.9,21.93,9.0
2017-07-17,5.87,36.61,9.73,21.95,8.8
2017-07-18,5.93,36.6,9.65,21.53,8.8
2017-07-19,6.18,36.9,9.63,21.98,8.9
2017-07-20,6.15,37.3,9.39,22.05,8.95
2017-07-21,6.0,37.49,9.65,22.95,9.12
2017-07-24,6.0,37.5,10.08,23.25,9.45
2017-07-25,6.0,37.7,10.24,24.0,10.41
2017-07-26,5.88,39.58,10.55,25.6,10.08
2017-07-27,5.97,41.0,10.3,25.71,10.1
2017-07-28,5.78,41.1,10.11,25.9,9.81
2017-07-31,6.0,39.05,10.05,24.61,9.7
2017-08-01,6.01,38.99,9.99,24.65,9.88
2017-08-02,6.01,39.0,9.99,25.0,9.97
2017-08-03,6.01,40.01,10.0,25.4,9.9
2017-08-04,6.22,40.0,10.02,25.2,9.81
2017-08-07,6.17,40.13,10.03,25.1,9.68
2017-08-08,6.17,40.2,10.2,24.5,9.56
2017-08-09,6.02,40.53,10.43,24.5,9.49
2017-08-10,6.1,40.06,10.25,24.0,9.51
2017-08-11,6.09,39.6,10.45,23.75,9.88
2017-08-14,6.2,39.5,10.49,23.5,9.6
2017-08-15,6.01,38.92,10.45,23.26,9.41
2017-08-16,5.97,37.1,9.93,22.5,9.5
2017-08-17,6.0,37.1,9.73,23.01,9.3
2017-08-18,6.02,39.5,9.86,24.53,9.35
2017-08-21,6.0,40.7,9.9,24.0,9.27
2017-08-22,6.0,40.71,9.85,23.05,9.38
2017-08-23,5.99,40.8,10.24,23.5,9.5
2017-08-24,5.98,40.6,10.01,23.1,9.71
2017-08-25,5.95,40.4,10.15,23.1,9.7
2017-08-28,5.93,39.2,10.0,22.8,9.64
2017-08-29,5.89,39.5,10.0,22.8,9.59
2017-08-30,5.68,39.3,9.61,22.8,9.45
2017-08-31,5.7,39.19,9.67,23.0,9.1
2017-09-05,5.98,39.0,9.9,23.1,9.01
2017-09-06,6.02,38.51,9.91,23.76,8.87
2017-09-07,5.76,38.54,9.6,23.75,8.82
2017-09-08,5.75,38.54,9.7,23.08,8.81
2017-09-11,5.9,37.8,9.7,23.08,8.91
2017-09-12,5.74,37.52,9.66,22.86,8.9
2017-09-13,5.8,37.88,9.72,22.75,8.9
2017-09-14,5.74,37.82,9.7,22.2,8.9
2017-09-15,5.6,37.0,9.9,22.1,8.85
2017-09-18,5.41,38.0,9.73,22.01,8.85
2017-09-19,5.14,38.54,9.72,22.0,8.75
2017-09-20,5.15,38.7,9.73,22.08,8.5
2017-09-21,5.37,38.95,9.7,22.0,8.55
2017-09-22,5.63,39.6,9.68,22.05,8.97
2017-09-25,5.61,39.5,9.6,22.01,8.7
2017-09-26,5.6,39.6,9.55,22.12,8.65
2017-09-27,5.47,39.2,9.5,22.51,8.51
2017-09-28,5.47,40.0,9.51,23.3,8.46
2017-09-29,5.64,40.0,9.63,23.4,8.64
2017-10-03,5.77,40.0,9.55,24.01,8.79
2017-10-04,5.61,40.0,9.63,24.4,9.0
2017-10-05,5.7,40.25,9.8,24.68,9.2
2017-10-06,6.0,40.7,9.9,25.01,9.44
2017-10-09,6.14,42.02,9.75,25.25,9.37
2017-10-10,6.08,42.0,9.71,25.25,9.34
2017-10-11,6.09,42.0,9.73,25.25,9.18
2017-10-12,6.11,41.7,9.75,25.26,9.2
2017-10-13,6.09,42.0,9.76,25.5,9.23
2017-10-16,6.1,42.1,9.72,26.3,9.22
2017-10-17,6.1,41.7,9.71,26.45,9.2
2017-10-18,6.06,41.7,9.5,26.31,9.06
2017-10-19,6.01,41.7,9.5,26.25,8.85
2017-10-20,6.01,41.7,9.5,25.99,9.0
2017-10-23,6.01,41.85,9.8,25.1,9.0
2017-10-24,6.05,42.0,9.93,25.3,9.1
2017-10-25,6.15,42.0,9.87,25.6,9.4
2017-10-26,6.15,41.7,9.9,25.65,9.34
2017-10-27,6.2,42.0,9.86,25.71,9.31
2017-10-30,6.15,42.0,9.82,26.0,9.54
2017-10-31,6.2,42.0,9.8,25.49,9.6
2017-11-01,6.51,41.85,9.74,25.87,9.61
2017-11-02,7.11,41.92,9.86,25.8,10.0
2017-11-03,7.05,41.21,10.09,25.92,9.9
2017-11-06,7.0,41.75,10.14,25.69,9.7
2017-11-07,7.07,42.03,10.1,25.8,9.75
2017-11-08,7.19,42.1,10.01,25.58,9.8
2017-11-09,7.24,42.5,10.03,25.1,9.7
2017-11-10,7.23,43.0,9.91,25.0,9.7
2017-11-13,7.2,41.69,9.91,24.84,9.55
2017-11-14,7.08,41.56,9.91,23.68,9.55
2017-11-15,6.9,42.5,9.81,23.95,9.58
2017-11-16,6.62,43.1,9.86,24.04,9.5
2017-11-17,6.9,43.0,9.7,24.12,9.6
2017-11-20,7.0,42.6,9.7,24.98,9.62
2017-11-21,6.93,42.01,9.74,24.24,9.65
2017-11-22,6.9,42.06,9.76,24.55,9.75
2017-11-23,6.95,42.0,10.0,25.0,9.85
2017-11-24,6.95,42.0,9.77,24.99,9.9
2017-11-27,6.91,42.05,9.71,24.73,9.86
2017-11-28,6.97,42.05,9.9,24.76,9.9
2017-11-29,7.0,42.55,10.0,24.79,9.9
2017-11-30,7.14,43.0,10.0,24.93,10.0
2017-12-04,7.32,42.7,10.0,24.85,9.81
2017-12-05,7.71,43.0,10.13,25.01,10.2
2017-12-06,8.49,43.05,10.63,26.04,10.79
2017-12-07,9.01,42.01,10.98,27.5,10.92
2017-12-08,9.02,42.0,11.55,26.91,11.0
2017-12-11,9.1,41.65,11.36,26.03,10.45
2017-12-12,9.29,41.9,11.2,26.0,10.36
2017-12-13,9.08,39.9,11.15,25.0,10.4
2017-12-14,8.77,40.0,10.73,24.99,10.2
2017-12-15,8.74,39.8,10.4,25.7,10.08
2017-12-18,9.0,40.0,10.34,25.62,10.16
2017-12-19,8.83,39.9,10.4,25.38,10.2
2017-12-20,8.85,40.5,10.02,25.45,10.24
2017-12-21,9.0,40.5,10.2,25.44,10.35
2017-12-22,9.0,40.5,10.5,25.5,10.3
2017-12-27,8.96,40.5,10.47,25.5,10.22
2017-12-28,8.99,40.53,10.47,25.5,10.3
2017-12-29,8.8,40.75,10.45,25.64,10.3
2018-01-02,8.79,40.55,10.6,25.93,10.41
2018-01-03,9.2,40.8,10.45,26.02,10.77
2018-01-04,9.51,42.34,10.7,27.32,11.24
2018-01-05,9.28,43.0,10.7,27.9,11.0
2018-01-08,9.6,44.0,10.81,28.61,11.1
2018-01-09,10.07,44.98,11.26,30.0,11.3
2018-01-10,10.63,47.25,11.6,32.02,11.82
2018-01-11,11.53,49.61,12.1,33.01,12.15
2018-01-12,11.57,49.0,11.97,31.26,12.07
2018-01-15,11.66,50.1,11.7,32.0,12.0
2018-01-16,12.85,51.0,12.19,33.51,12.6
2018-01-17,13.76,51.15,12.3,32.5,13.0
2018-01-18,14.75,52.11,12.5,32.3,12.65
2018-01-19,13.9,54.71,12.6,33.0,12.89
2018-01-22,13.75,53.51,12.97,32.75,12.89
2018-01-23,13.02,52.0,12.7,32.0,12.25
2018-01-24,12.5,50.9,12.2,31.0,12.0
2018-01-25,13.0,49.87,12.68,31.0,12.49
2018-01-26,13.63,49.0,12.83,31.0,12.8
2018-01-29,14.0,48.7,12.9,31.0,13.0
2018-01-30,14.1,48.95,12.9,31.0,12.85
2018-01-31,13.95,49.15,12.95,31.0,12.7
2018-02-01,13.6,49.05,12.7,31.05,12.8
2018-02-02,13.85,49.0,12.8,31.95,12.75
2018-02-05,13.6,49.3,12.75,32.65,12.35
2018-02-06,12.9,48.95,12.65,31.2,12.05
2018-02-07,12.75,48.95,12.55,32.0,12.2
2018-02-08,12.55,49.0,12.5,32.0,12.35
2018-02-09,12.0,48.0,11.95,30.9,12.0
2018-02-12,11.4,45.6,11.55,29.4,11.8
2018-02-13,11.0,45.6,12.0,30.0,11.15
2018-02-14,11.55,45.6,12.6,31.5,11.85
2018-02-15,12.5,46.5,12.9,31.65,12.35
2018-02-16,12.3,46.5,12.6,32.0,12.15
2018-02-19,11.7,47.5,12.65,31.3,12.0
2018-02-20,10.85,47.25,12.5,31.05,12.2
2018-02-21,11.15,48.0,12.7,31.5,12.6
2018-02-22,11.5,48.0,12.9,31.75,13.0
2018-02-23,11.7,48.6,13.0,31.9,12.95
2018-02-26,11.5,49.35,13.0,32.15,12.5
2018-02-27,11.55,49.0,13.0,31.35,12.5
2018-02-28,11.55,49.0,13.0,31.9,12.7
2018-03-01,11.2,48.0,12.95,31.5,12.8
2018-03-02,11.4,48.5,13.3,31.55,12.75
2018-03-05,11.25,49.35,13.45,31.1,12.6
2018-03-06,11.25,48.5,13.15,31.25,12.8
2018-03-07,11.3,47.6,12.85,31.2,12.9
2018-03-08,11.85,49.0,12.95,31.0,12.8
2018-03-09,11.55,47.7,13.0,30.9,12.9
2018-03-12,11.4,47.55,12.85,31.0,12.3
2018-03-13,11.35,47.3,12.8,30.45,12.15
2018-03-14,11.3,47.3,12.35,29.9,11.9
2018-03-15,11.4,45.65,11.8,28.75,11.65
2018-03-16,11.7,44.9,11.65,27.6,11.15
2018-03-19,11.7,45.3,11.8,28.0,11.2
2018-03-20,12.0,44.5,12.0,28.0,11.05
2018-03-21,12.0,44.65,11.75,28.3,11.5
2018-03-22,12.05,44.95,11.1,28.8,11.75
2018-03-23,12.25,46.9,11.3,30.2,11.5
2018-03-26,12.6,45.3,11.35,30.5,11.95
2018-03-27,12.35,46.0,11.35,29.85,11.8
2018-03-28,12.1,42.75,11.15,29.8,11.5
2018-03-29,12.5,44.7,11.05,29.3,11.75
2018-04-03,12.3,43.4,11.25,29.8,11.65
2018-04-04,12.15,44.3,11.8,27.35,11.75
2018-04-05,12.2,44.1,11.9,27.5,11.9
2018-04-06,12.15,44.1,12.0,27.3,11.9
2018-04-09,12.1,43.5,12.0,26.9,11.85
2018-04-10,12.0,43.0,12.0,26.35,11.05
2018-04-11,12.2,43.0,12.0,26.25,10.95
2018-04-12,12.2,43.0,11.7,26.0,10.85
2018-04-13,12.25,44.05,11.45,26.1,10.65
2018-04-16,12.2,43.95,11.2,26.5,10.85
2018-04-17,12.3,44.1,11.25,26.95,11.2
2018-04-18,12.5,44.35,11.25,27.0,11.15
2018-04-19,12.25,44.0,11.3,27.0,11.15
2018-04-20,12.85,44.85,11.2,27.0,11.2
2018-04-23,13.45,43.9,11.2,27.2,11.25
2018-04-24,13.4,43.45,11.3,27.9,11.35
2018-04-25,12.2,43.7,11.35,27.5,11.55
2018-04-26,11.75,43.75,11.35,27.45,11.35
2018-04-27,12.45,44.35,11.35,27.4,11.6
2018-04-30,12.5,45.0,11.2,27.45,11.55
2018-05-02,12.3,44.95,11.3,27.6,11.7
2018-05-03,12.5,45.2,11.3,27.65,11.75
2018-05-04,12.55,45.3,11.3,27.5,11.7
2018-05-07,11.95,45.05,11.25,27.45,11.7
2018-05-08,11.9,45.65,11.3,27.4,11.75
2018-05-09,12.1,45.0,11.25,27.5,11.7
2018-05-10,12.3,44.5,11.25,27.95,11.7
2018-05-11,12.25,44.25,11.25,28.9,11.7
2018-05-14,12.0,44.3,11.2,28.75,11.7
2018-05-15,11.5,44.0,11.2,27.6,11.6
2018-05-16,11.35,44.0,11.0,27.75,11.45
2018-05-17,11.1,44.05,10.9,27.9,11.1
2018-05-18,11.05,44.0,10.9,28.0,11.45
2018-05-21,10.75,43.5,10.7,28.05,11.3
2018-05-22,10.6,43.4,10.9,27.95,11.2
2018-05-23,10.7,43.5,10.85,27.95,11.3
2018-05-24,10.2,42.8,10.7,27.0,11.15
2018-05-25,9.7,41.95,10.7,26.65,10.6
2018-05-28,9.25,41.0,10.7,26.1,10.4
2018-05-30,9.6,41.0,10.9,25.6,10.6
2018-05-31,10.15,40.5,10.4,25.5,10.8
2018-06-01,10.15,38.65,10.95,25.5,11.0
2018-06-04,10.5,40.4,10.65,26.0,11.0
2018-06-05,11.0,42.0,10.85,27.05,11.3
2018-06-06,11.05,41.9,10.85,28.0,11.25
2018-06-07,10.9,42.0,10.85,27.8,11.1
2018-06-08,10.55,41.15,10.7,27.05,10.95
2018-06-11,10.85,41.6,10.85,27.3,10.95
2018-06-12,11.2,41.5,10.65,27.2,11.1
2018-06-13,10.9,41.5,10.65,26.75,10.95
2018-06-14,10.85,41.5,10.6,26.4,11.0
2018-06-19,10.75,41.0,10.35,25.5,10.6
2018-06-20,10.7,40.65,10.3,26.0,10.75
2018-06-21,10.6,40.05,10.4,25.7,10.7
2018-06-22,10.65,40.7,10.4,25.9,10.6
2018-06-25,10.7,41.05,10.15,25.95,10.6
2018-06-26,10.85,41.0,10.35,25.5,10.5
2018-06-27,10.85,40.7,10.3,25.0,10.5
2018-06-28,10.7,40.05,10.3,24.9,10.55
2018-06-29,10.6,40.5,10.35,25.0,10.5
2018-07-02,10.6,40.0,10.35,24.6,10.5
2018-07-03,10.5,39.6,10.35,24.0,10.3
2018-07-04,10.55,40.0,10.3,24.3,10.3
2018-07-05,10.5,40.05,10.35,24.3,10.35
2018-07-06,10.5,41.5,10.4,24.3,10.35
2018-07-09,10.5,41.5,10.4,24.3,10.3
2018-07-10,10.5,40.1,10.5,24.2,10.3
2018-07-11,10.5,40.05,10.4,24.4,10.2
2018-07-12,10.4,39.7,10.05,24.0,10.0
2018-07-13,10.4,39.95,10.2,24.0,10.0
2018-07-16,10.4,39.65,10.1,23.95,9.95
2018-07-17,10.25,39.2,9.95,23.8,9.85
2018-07-18,9.25,36.55,10.05,23.95,9.9
2018-07-19,8.8,38.0,10.1,22.95,9.7
2018-07-20,9.05,38.0,10.1,23.0,9.55
2018-07-23,9.15,38.8,10.0,23.05,9.4
2018-07-24,9.2,39.0,10.0,23.1,9.15
2018-07-25,9.4,38.8,10.05,23.25,9.5
2018-07-26,9.65,39.0,10.05,23.7,9.65
2018-07-27,10.0,39.6,10.05,23.7,9.7
2018-07-30,10.05,40.5,10.05,23.7,9.8
2018-07-31,10.1,40.05,10.0,23.0,9.55
2018-08-01,9.95,39.9,9.7,23.05,9.3
2018-08-02,10.05,40.15,10.0,23.65,9.85
2018-08-03,10.0,40.05,10.0,23.85,9.45
2018-08-06,9.9,40.0,10.05,23.95,9.7
2018-08-07,9.95,39.15,10.0,23.75,9.6
2018-08-08,9.95,39.0,10.0,23.75,9.5
2018-08-09,9.5,39.0,10.0,23.6,9.45
2018-08-10,9.6,39.0,10.0,23.6,9.45
2018-08-13,9.65,38.8,9.9,23.45,9.15
2018-08-14,9.55,38.25,9.6,23.5,9.1
2018-08-15,9.85,38.05,9.65,23.0,8.9
2018-08-16,9.8,38.05,9.6,22.95,8.35
2018-08-17,9.8,38.0,9.6,22.85,8.35
2018-08-20,9.6,36.95,9.5,21.85,8.15
2018-08-23,9.65,37.8,9.0,21.85,8.0
2018-08-24,9.65,37.5,9.0,21.95,8.0
2018-08-27,9.5,38.0,9.05,22.0,8.15
