date,FIRSTBANK,GTB,ACCESS,ZENITH,UBA
2018-08-28,9.7,39.0,9.3,22.2,8.35
2018-08-29,9.0,39.05,9.5,22.0,8.05
2018-08-30,9.1,38.0,9.2,21.65,8.1
2018-08-31,8.8,36.0,9.5,21.0,8.0
2018-09-03,8.85,36.5,9.4,21.35,7.9
2018-09-04,9.15,37.05,9.35,21.9,8.05
2018-09-05,9.0,36.65,9.2,21.45,8.0
2018-09-06,9.0,34.95,9.05,21.0,7.9
2018-09-07,9.0,35.0,9.05,20.9,7.9
2018-09-10,9.05,34.5,8.9,20.5,7.8
2018-09-11,8.8,32.5,9.0,19.9,7.45
2018-09-12,8.1,32.6,8.0,19.7,7.05
2018-09-13,8.0,32.95,7.6,19.6,7.15
2018-09-14,8.15,34.75,7.8,20.05,7.4
2018-09-17,8.2,33.95,8.1,20.25,7.2
2018-09-18,8.75,33.7,7.95,20.75,7.7
2018-09-19,8.5,34.0,7.95,20.75,7.5
2018-09-20,8.5,34.0,8.0,20.65,7.8
2018-09-21,8.6,34.7,8.15,20.8,8.0
2018-09-24,8.55,35.25,8.05,21.0,8.1
2018-09-25,8.8,37.0,8.15,20.45,8.3
2018-09-26,8.55,37.5,8.15,21.4,8.35
2018-09-27,8.6,36.7,8.1,21.5,8.3
2018-09-28,8.9,36.55,8.15,21.5,8.4
2018-10-02,9.2,36.5,8.15,21.5,8.4
2018-10-03,9.1,36.7,8.05,21.8,8.3
2018-10-04,9.1,36.75,8.0,22.4,8.25
2018-10-05,8.9,36.4,8.05,21.55,8.2
2018-10-08,9.05,36.55,8.05,21.75,8.15
2018-10-09,9.45,37.0,8.0,21.9,8.2
2018-10-10,9.2,36.9,8.0,22.0,8.2
2018-10-11,9.2,36.5,7.9,22.05,8.05
2018-10-12,9.1,36.5,8.0,22.2,8.1
2018-10-15,8.95,36.9,8.05,22.35,8.15
2018-10-16,9.25,36.65,8.05,22.7,8.2
2018-10-17,9.1,37.0,8.0,22.45,8.1
2018-10-18,9.25,36.8,7.8,22.55,8.05
2018-10-19,9.1,36.8,8.3,22.9,8.15
2018-10-22,9.25,36.5,8.0,24.0,8.1
2018-10-23,9.65,36.4,7.95,24.0,8.0
2018-10-24,9.2,36.5,8.0,24.2,8.0
2018-10-25,9.4,36.5,7.95,24.0,8.0
2018-10-26,9.0,37.0,7.95,24.0,8.0
2018-10-29,9.0,38.5,7.95,24.45,8.1
2018-10-30,8.25,38.0,7.95,23.7,8.0
2018-10-31,8.0,37.5,7.9,23.5,7.9
2018-11-01,7.7,37.4,7.9,23.2,7.9
2018-11-02,7.65,37.5,8.35,23.55,7.9
2018-11-05,7.35,38.0,8.0,23.7,7.5
2018-11-06,7.45,37.3,7.9,23.85,7.8
2018-11-07,7.4,37.05,7.9,24.0,8.0
2018-11-08,7.55,37.5,7.85,24.3,7.85
2018-11-09,7.45,37.15,7.7,24.4,7.95
2018-11-12,7.6,36.5,7.8,24.0,7.9
2018-11-13,7.45,36.4,7.85,24.25,8.0
2018-11-14,7.5,36.4,7.9,24.05,7.95
2018-11-15,7.5,34.0,7.8,23.3,7.75
2018-11-16,7.45,36.9,7.7,24.0,7.8
2018-11-19,7.6,36.95,7.75,24.1,7.8
2018-11-21,7.55,35.85,7.7,24.0,7.85
2018-11-22,7.6,36.0,7.55,24.15,7.85
2018-11-23,7.6,36.4,7.4,24.0,7.8
2018-11-26,7.5,35.9,7.3,23.95,7.65
2018-11-27,7.35,35.0,7.1,23.6,7.5
2018-11-28,7.1,35.6,7.0,23.25,7.35
2018-11-29,6.8,34.3,7.5,23.0,7.05
2018-11-30,7.1,34.35,7.75,23.2,7.5
2018-12-03,7.4,34.65,7.5,23.6,7.5
2018-12-04,7.6,35.95,7.55,24.0,8.0
2018-12-05,7.7,35.3,7.5,23.85,7.75
2018-12-06,7.65,35.0,7.3,23.5,7.8
2018-12-07,7.6,34.9,7.45,23.55,7.5
2018-12-10,7.55,34.75,7.55,23.05,7.65
2018-12-11,7.5,34.4,7.5,23.15,7.8
2018-12-12,7.25,35.0,7.45,23.05,7.5
2018-12-13,7.2,35.0,7.45,23.0,7.4
2018-12-14,7.45,35.0,7.45,23.0,7.55
2018-12-17,7.25,34.05,8.15,22.9,7.65
2018-12-18,7.5,35.0,7.7,22.9,7.55
2018-12-19,7.6,34.6,7.9,22.6,7.75
2018-12-20,7.6,34.7,7.4,22.55,7.5
2018-12-21,7.9,33.8,7.05,22.7,7.85
2018-12-24,8.6,34.3,7.2,23.0,8.0
2018-12-27,8.2,34.4,7.0,23.3,8.0
2018-12-28,7.55,34.3,6.8,23.0,7.85
2018-12-31,7.95,34.45,6.8,23.05,7.7
2019-01-02,8.0,34.5,6.5,23.05,7.8
2019-01-03,7.8,32.95,6.15,22.7,7.8
2019-01-04,7.45,33.5,5.8,21.7,7.9
2019-01-07,7.5,33.85,5.8,21.3,7.7
2019-01-08,7.15,32.0,5.85,20.3,7.3
2019-01-09,7.05,31.3,5.5,21.0,7.25
2019-01-10,7.1,33.2,5.3,21.6,7.25
2019-01-11,7.4,33.5,5.65,21.85,7.35
2019-01-14,7.4,33.5,5.65,21.8,7.35
2019-01-15,7.5,33.5,5.8,21.95,7.3
2019-01-16,7.35,32.6,5.8,21.95,7.45
2019-01-17,7.35,32.4,5.75,21.7,7.5
2019-01-18,7.3,31.95,5.6,21.5,7.3
2019-01-21,7.3,31.7,5.6,21.5,7.35
2019-01-22,7.3,32.1,5.6,21.8,7.25
2019-01-23,7.4,33.0,5.65,22.0,7.25
2019-01-24,7.6,33.6,6.0,22.15,7.25
2019-01-25,7.65,34.5,6.5,23.0,7.7
2019-01-28,7.6,34.25,6.35,23.45,7.35
2019-01-29,7.55,33.8,6.05,22.95,7.3
2019-01-30,7.4,34.0,6.0,23.0,7.25
2019-01-31,7.3,33.45,5.75,22.5,6.8
2019-02-01,7.35,33.7,6.1,22.95,7.15
2019-02-04,7.4,33.85,6.2,22.9,7.2
2019-02-05,7.5,34.1,6.3,22.75,7.2
2019-02-06,7.45,34.7,6.2,22.8,7.2
2019-02-07,7.45,38.0,6.3,24.45,7.35
2019-02-08,8.0,38.65,6.65,24.4,7.65
2019-02-11,8.1,38.85,7.0,24.95,8.0
2019-02-12,8.4,38.95,7.1,25.0,7.95
2019-02-13,8.4,37.95,6.65,24.9,7.75
2019-02-14,8.3,37.95,6.6,24.75,7.85
2019-02-15,8.45,37.95,6.6,24.75,8.0
2019-02-18,8.15,36.5,6.3,24.0,7.65
2019-02-19,8.1,37.7,6.4,25.35,8.0
2019-02-20,8.2,38.0,6.35,25.8,7.95
2019-02-21,8.3,38.0,6.4,25.3,8.0
2019-02-22,8.35,38.2,6.4,25.75,8.0
2019-02-25,8.3,38.2,6.35,26.0,8.2
2019-02-26,8.0,38.15,6.25,25.8,8.0
2019-02-27,7.8,37.95,6.0,24.9,7.8
2019-02-28,7.65,35.35,5.7,23.9,7.45
2019-03-01,7.75,35.5,5.9,23.95,7.6
2019-03-04,8.0,37.2,5.95,24.5,7.7
2019-03-05,8.1,37.6,6.0,24.7,7.7
2019-03-06,8.15,37.95,6.1,24.5,7.7
2019-03-07,8.15,37.65,6.0,24.6,7.75
2019-03-08,8.1,37.3,6.0,24.95,7.65
2019-03-11,8.2,37.3,6.05,22.75,7.6
2019-03-12,8.2,35.5,6.0,22.55,7.55
2019-03-13,8.3,35.7,6.0,22.4,7.55
2019-03-14,8.2,35.4,5.95,22.2,7.65
2019-03-15,8.2,35.4,5.8,22.0,7.45
2019-03-18,8.25,35.4,5.85,21.9,7.55
2019-03-19,8.25,36.85,5.95,21.95,7.55
2019-03-20,8.2,36.8,6.5,22.2,7.7
2019-03-21,8.2,36.15,6.9,22.0,7.7
2019-03-22,8.25,37.5,6.85,22.05,7.8
2019-03-25,8.2,37.5,6.4,21.5,7.8
2019-03-26,8.25,37.4,6.45,21.7,7.75
2019-03-27,8.05,36.0,6.4,22.0,7.75
2019-03-28,8.1,36.9,6.35,21.8,7.8
2019-03-29,8.2,36.05,6.45,21.8,7.7
2019-04-01,8.0,36.0,6.5,21.9,7.7
2019-04-02,7.9,36.0,6.5,21.3,7.5
2019-04-03,7.35,35.0,5.85,20.4,6.3
2019-04-04,7.35,35.0,5.6,20.5,6.35
2019-04-05,7.35,35.0,5.7,20.35,6.2
2019-04-08,7.3,34.0,5.6,20.2,6.0
2019-04-09,7.2,34.0,5.7,20.15,6.15
2019-04-10,7.35,33.55,5.85,20.6,6.3
2019-04-11,7.8,34.25,6.0,20.45,6.45
2019-04-12,7.5,35.05,5.95,20.45,6.5
2019-04-15,7.25,35.1,6.0,20.5,6.2
2019-04-16,7.45,35.6,6.05,20.9,6.5
2019-04-17,7.55,34.75,6.65,20.9,6.5
2019-04-18,7.65,34.8,6.85,20.9,6.65
2019-04-23,8.0,34.1,6.9,20.9,6.85
2019-04-24,7.8,34.2,7.0,21.35,7.0
2019-04-25,7.9,34.5,6.9,21.45,6.85
2019-04-26,7.25,34.2,6.6,21.35,6.85
2019-04-29,7.25,33.45,6.8,21.1,6.7
2019-04-30,7.3,33.0,6.95,21.3,6.8
2019-05-02,7.35,33.0,6.9,21.2,6.65
2019-05-03,7.4,33.45,6.9,21.0,6.7
2019-05-06,7.4,33.0,6.95,20.9,6.7
2019-05-07,7.45,33.0,7.15,20.55,6.6
2019-05-08,7.5,32.3,7.0,20.45,6.6
2019-05-09,7.3,32.3,7.0,20.0,6.6
2019-05-10,7.25,32.0,7.1,20.0,6.5
2019-05-13,7.5,31.0,6.7,19.7,6.0
2019-05-14,7.25,31.6,6.8,20.0,6.15
2019-05-15,7.25,31.6,6.75,20.0,6.0
2019-05-16,7.0,31.0,6.5,19.55,6.0
2019-05-17,7.0,30.6,6.45,19.6,6.0
2019-05-20,7.0,30.4,6.1,19.65,6.0
2019-05-21,6.9,31.3,6.0,19.5,5.95
2019-05-22,6.9,30.5,5.95,19.0,5.7
2019-05-23,6.95,31.05,5.85,18.8,5.65
2019-05-24,7.05,31.1,5.8,19.0,5.75
2019-05-27,7.0,31.3,5.8,19.2,5.7
2019-05-28,7.4,33.0,6.35,20.95,6.25
2019-05-30,7.15,32.0,6.25,20.55,6.6
2019-05-31,7.05,31.6,6.1,20.1,6.25
2019-06-03,6.95,31.3,6.25,20.25,6.35
2019-06-06,6.95,30.7,6.3,20.4,6.2
2019-06-07,6.95,30.4,6.3,20.35,6.25
2019-06-10,7.0,30.5,6.3,20.25,6.3
2019-06-11,7.0,30.5,6.4,20.15,6.2
2019-06-13,7.0,30.8,6.3,20.1,6.15
2019-06-14,6.95,31.0,6.4,20.0,6.15
2019-06-17,6.9,30.9,6.4,20.2,6.05
2019-06-18,6.9,30.8,6.45,20.25,6.15
2019-06-19,6.95,31.0,6.7,20.2,6.3
2019-06-20,6.95,31.25,6.9,20.0,6.4
2019-06-21,7.0,31.25,6.9,20.0,6.4
2019-06-24,6.95,31.1,6.6,20.0,6.4
2019-06-25,6.9,30.6,6.6,19.95,6.15
2019-06-26,6.8,30.65,6.65,20.0,6.15
2019-06-27,6.65,30.8,6.7,19.85,6.15
2019-06-28,6.55,32.9,6.5,19.8,6.2
2019-07-01,6.6,30.6,6.65,19.6,6.25
2019-07-02,6.45,30.0,6.5,19.45,6.25
2019-07-03,6.3,30.0,6.6,19.25,6.1
2019-07-04,6.3,29.5,6.6,19.5,6.05
2019-07-05,6.2,29.0,6.7,19.35,6.05
2019-07-08,6.35,28.85,6.75,19.2,6.1
2019-07-09,6.15,28.0,6.6,19.2,6.0
2019-07-10,6.15,29.05,6.75,19.2,6.0
2019-07-11,6.0,30.0,6.6,19.1,5.85
2019-07-12,6.0,29.9,6.7,19.0,5.9
2019-07-15,5.85,29.0,6.6,18.8,5.85
2019-07-16,5.6,29.5,6.4,18.75,5.7
2019-07-17,5.6,29.2,6.2,18.6,5.6
2019-07-18,5.65,29.2,6.0,18.5,5.55
2019-07-19,5.7,29.2,6.4,18.5,5.5
2019-07-22,5.65,29.05,6.5,18.4,5.95
2019-07-23,5.7,29.0,6.55,18.5,5.7
2019-07-24,5.65,28.75,6.65,18.6,5.65
2019-07-25,5.55,28.75,6.55,18.5,5.65
2019-07-26,5.6,28.45,6.55,18.5,5.7
2019-07-29,5.65,28.7,6.4,18.45,5.9
2019-07-30,5.55,28.5,6.3,18.4,5.8
2019-07-31,5.7,28.4,6.55,18.3,6.0
2019-08-01,5.6,27.9,6.4,18.3,6.0
2019-08-02,5.6,28.0,6.2,18.3,5.9
2019-08-05,5.4,28.0,6.1,18.25,6.0
2019-08-06,5.2,27.7,6.2,18.0,5.9
2019-08-07,5.15,27.7,6.3,17.75,5.9
2019-08-08,5.0,26.9,6.05,16.8,5.8
2019-08-09,4.95,26.5,6.0,16.35,5.55
2019-08-14,4.65,25.95,6.0,16.2,5.55
2019-08-15,4.6,25.75,5.9,16.25,5.5
2019-08-16,4.6,26.0,6.05,16.6,5.55
2019-08-19,4.65,26.3,6.1,17.0,5.7
2019-08-20,5.0,26.4,6.5,17.4,5.9
2019-08-21,5.0,26.5,6.2,17.5,5.9
2019-08-22,5.0,27.0,6.45,18.0,6.0
2019-08-23,5.0,27.9,6.65,18.6,6.0
2019-08-26,5.05,28.0,6.6,18.7,6.0
2019-08-27,4.95,27.15,6.8,19.0,5.9
2019-08-28,4.8,27.0,6.45,18.5,5.9
2019-08-29,4.95,27.05,6.45,18.35,6.0
2019-08-30,4.75,27.35,6.5,17.2,5.85
2019-09-02,4.7,27.2,6.5,17.55,6.2
2019-09-03,4.7,26.9,6.7,17.5,6.4
2019-09-04,4.55,26.15,6.6,17.5,6.3
2019-09-05,4.5,26.5,6.45,17.35,6.15
2019-09-06,4.35,26.15,6.9,18.0,6.1
2019-09-09,4.65,26.5,6.8,18.0,6.1
2019-09-10,5.0,26.85,6.95,18.2,6.15
2019-09-11,5.0,26.9,7.0,18.25,6.2
2019-09-12,5.15,27.5,7.05,18.7,6.3
2019-09-13,5.4,27.55,7.25,19.05,6.3
2019-09-16,5.4,28.5,7.35,19.1,6.35
2019-09-17,5.45,28.5,7.6,18.8,6.4
2019-09-18,5.4,29.8,7.7,19.35,6.35
2019-09-19,5.45,29.25,7.45,19.0,6.25
2019-09-20,5.65,29.0,7.35,18.7,6.1
2019-09-23,5.55,28.95,7.2,19.0,6.15
2019-09-24,5.4,28.25,6.85,18.55,6.0
2019-09-25,5.4,28.25,7.2,18.3,6.05
2019-09-26,5.5,27.95,7.7,18.35,6.1
2019-09-27,5.5,27.6,7.65,18.5,6.2
2019-09-30,5.5,29.2,7.7,18.7,6.15
2019-10-02,5.5,27.0,7.4,18.4,6.05
2019-10-03,5.4,27.0,7.3,18.25,6.05
2019-10-04,5.3,26.5,7.2,18.0,6.15
2019-10-07,5.3,26.55,7.1,18.0,6.05
2019-10-08,5.3,26.7,7.15,18.0,5.95
2019-10-09,5.25,26.7,7.35,17.95,6.0
2019-10-10,5.3,26.75,7.35,17.95,5.9
2019-10-11,5.4,26.8,7.35,17.95,5.9
2019-10-14,5.25,26.85,7.35,17.9,6.0
2019-10-15,5.3,26.65,7.4,17.9,5.95
2019-10-16,5.3,27.0,7.4,17.85,5.95
2019-10-17,5.3,26.65,7.4,17.7,5.8
2019-10-18,5.3,26.3,7.35,17.45,5.75
2019-10-21,5.3,26.3,7.3,17.2,5.7
2019-10-22,5.3,26.3,7.35,17.25,5.7
2019-10-23,5.4,26.1,7.1,17.0,5.85
2019-10-24,5.3,26.0,7.1,17.0,5.75
2019-10-25,5.3,26.3,7.3,17.0,5.85
2019-10-28,5.3,26.2,7.3,17.0,5.85
2019-10-29,5.3,25.5,7.35,17.0,5.75
2019-10-30,5.3,25.5,7.5,16.95,5.75
2019-10-31,5.25,24.9,7.45,17.0,5.8
2019-11-01,5.3,25.2,7.8,17.0,5.8
2019-11-04,5.3,26.1,8.1,17.15,6.3
2019-11-05,5.5,26.05,8.3,17.35,6.45
2019-11-06,5.45,26.25,8.35,17.35,6.3
2019-11-07,5.4,27.0,8.4,17.0,6.35
2019-11-08,5.8,28.6,9.2,17.15,6.6
2019-11-12,5.6,28.7,9.55,17.4,6.9
2019-11-13,5.7,28.0,9.85,17.8,6.8
2019-11-14,6.25,29.9,10.8,19.15,7.4
2019-11-15,6.85,29.0,10.5,18.85,7.4
2019-11-18,6.7,29.0,9.8,18.7,7.05
2019-11-19,6.75,29.0,9.85,18.5,7.2
2019-11-20,7.3,29.05,10.2,18.8,7.75
2019-11-21,7.5,29.5,10.15,18.6,7.6
2019-11-22,7.5,29.4,10.05,18.65,7.5
2019-11-25,6.95,29.6,9.8,18.6,7.35
2019-11-26,6.95,29.8,9.3,18.35,7.05
2019-11-27,6.5,29.9,8.95,18.5,7.0
2019-11-28,6.8,30.05,9.15,18.6,7.1
2019-11-29,6.7,30.45,9.25,18.6,7.05
2019-12-02,6.7,30.3,9.2,18.6,7.0
2019-12-03,6.7,30.3,9.3,18.8,7.05
2019-12-04,6.8,30.25,9.3,18.7,6.95
2019-12-05,6.65,30.1,9.05,18.7,6.9
2019-12-06,6.65,29.9,9.25,18.6,6.7
2019-12-09,6.4,29.0,9.15,18.5,6.5
2019-12-10,6.3,28.65,9.2,18.55,6.5
2019-12-11,6.2,28.0,9.3,18.5,6.75
2019-12-12,6.5,29.0,9.25,18.55,6.85
2019-12-13,6.5,29.2,9.4,18.75,6.6
2019-12-16,6.25,29.5,9.8,18.75,7.0
2019-12-17,6.3,29.55,10.0,18.7,7.2
2019-12-18,6.4,29.5,9.9,18.5,7.05
2019-12-19,6.45,30.0,9.8,18.5,7.0
2019-12-20,6.5,29.6,9.6,18.3,6.9
2019-12-23,6.0,29.35,9.7,18.3,6.75
2019-12-24,5.95,29.0,9.9,18.15,6.75
2019-12-27,6.25,29.0,9.95,18.4,7.0
2019-12-30,6.35,29.0,9.75,18.5,7.1
2019-12-31,6.15,29.7,10.0,18.6,7.15
2020-01-02,6.5,29.2,10.1,18.7,7.2
2020-01-03,6.6,30.1,10.15,19.25,7.5
2020-01-06,6.95,31.0,10.8,20.0,8.05
2020-01-07,7.0,30.5,11.2,21.0,8.45
2020-01-08,7.7,31.25,11.6,21.8,8.85
2020-01-09,7.65,32.55,10.95,22.0,8.35
2020-01-10,7.65,31.95,10.8,21.85,8.4
2020-01-13,7.25,31.5,10.55,21.7,8.7
2020-01-14,7.0,31.6,10.5,21.3,8.25
2020-01-15,7.0,31.8,10.2,21.35,8.5
2020-01-16,7.4,32.35,10.35,21.8,8.9
2020-01-17,7.35,33.5,10.8,22.3,8.8
2020-01-20,7.5,34.0,10.75,22.75,8.85
2020-01-21,7.5,32.2,10.05,22.35,8.5
2020-01-22,7.5,32.2,10.1,22.0,8.75
2020-01-23,7.5,32.1,10.35,22.0,8.65
2020-01-24,7.3,32.1,10.25,21.95,8.55
2020-01-27,7.0,32.1,10.0,21.45,8.35
2020-01-28,7.05,31.0,10.0,21.15,8.2
2020-01-29,6.95,30.1,9.8,21.15,8.2
2020-01-30,6.95,31.0,9.65,21.15,8.05
2020-01-31,6.55,30.0,9.9,20.85,8.0
2020-02-03,6.0,29.4,9.1,19.9,7.45
2020-02-04,5.9,29.0,9.0,19.2,7.4
2020-02-05,5.75,29.1,9.35,19.2,7.5
2020-02-06,6.0,30.0,9.75,20.0,7.75
2020-02-07,6.0,29.5,9.8,19.8,7.75
2020-02-10,5.85,29.3,9.65,19.85,7.7
2020-02-11,5.9,29.0,9.6,20.0,7.7
2020-02-12,5.95,29.0,9.75,19.95,7.8
2020-02-13,6.0,30.85,9.8,19.9,7.8
2020-02-14,5.95,29.9,9.7,19.65,7.7
2020-02-17,5.95,29.0,9.7,19.6,7.7
2020-02-18,5.8,28.85,9.7,19.5,7.55
2020-02-19,5.75,28.4,9.7,19.5,7.6
2020-02-20,5.75,28.0,9.7,19.4,7.65
2020-02-21,5.75,27.95,9.4,19.85,7.4
2020-02-24,5.3,26.9,8.8,19.1,6.85
2020-02-25,5.45,26.8,9.0,19.05,6.85
2020-02-26,5.4,27.0,9.0,19.05,7.15
2020-02-27,5.1,26.4,8.75,19.0,7.0
2020-02-28,4.7,23.8,8.2,18.5,6.7
2020-03-02,4.7,22.7,7.7,18.05,6.45
2020-03-03,5.15,24.5,8.45,19.6,6.85
2020-03-04,5.65,24.6,9.0,19.6,6.9
2020-03-05,5.75,24.9,8.8,20.0,7.15
2020-03-06,5.35,24.6,8.5,18.8,6.9
2020-03-09,4.85,22.15,7.65,16.95,6.25
2020-03-10,4.4,19.95,6.9,13.05,5.65
2020-03-11,4.4,19.9,6.45,12.05,6.2
2020-03-12,4.0,18.1,5.85,10.85,5.6
2020-03-13,4.0,19.0,5.4,11.9,6.15
2020-03-16,3.7,19.0,5.5,12.8,5.05
2020-03-17,4.0,19.6,6.05,13.5,5.3
2020-03-18,4.0,20.9,6.05,13.5,5.35
2020-03-19,4.0,18.3,5.7,12.15,5.0
2020-03-20,4.0,18.6,5.85,11.85,5.0
2020-03-23,3.85,16.75,5.4,10.7,4.5
2020-03-24,3.9,16.9,5.6,10.95,4.4
2020-03-25,4.0,17.1,5.6,11.75,4.8
2020-03-26,4.15,18.0,6.15,12.1,5.15
2020-03-27,4.05,18.45,6.4,12.6,5.35
2020-03-30,4.0,17.9,6.05,11.95,5.0
2020-03-31,3.95,17.7,5.95,11.7,5.0
2020-04-01,3.9,17.55,5.75,11.4,4.95
2020-04-02,3.7,17.3,5.5,11.0,4.85
2020-04-03,3.95,17.6,6.05,11.9,4.95
2020-04-06,4.0,17.85,6.65,12.05,5.0
2020-04-07,4.4,18.0,6.6,12.95,5.45
2020-04-08,4.4,18.3,6.5,13.25,5.65
2020-04-09,4.7,18.85,6.65,14.0,6.2
2020-04-14,4.8,20.45,6.95,14.5,6.3
2020-04-15,4.85,21.9,7.0,15.9,6.5
2020-04-16,4.55,20.5,6.3,14.35,6.0
2020-04-17,4.7,20.8,6.7,15.0,6.0
2020-04-20,4.7,19.9,6.4,14.15,6.0
2020-04-21,4.25,18.35,6.1,13.05,5.7
2020-04-22,4.25,18.6,6.25,13.75,5.85
2020-04-23,4.45,18.9,6.35,13.9,5.95
2020-04-24,4.35,19.3,6.2,14.05,5.9
2020-04-27,4.35,20.0,6.25,14.2,5.85
2020-04-28,4.45,21.0,6.25,14.85,5.9
2020-04-29,4.6,21.1,6.35,14.7,6.0
2020-04-30,4.6,21.0,6.6,14.3,6.05
2020-05-04,4.6,21.0,6.1,14.35,5.8
2020-05-05,4.7,21.0,6.5,14.85,6.1
2020-05-06,4.9,22.95,6.55,15.8,6.3
2020-05-07,4.7,22.5,6.35,15.2,6.2
2020-05-08,4.7,21.95,6.4,15.4,6.2
2020-05-11,4.7,21.0,6.4,15.05,6.2
2020-05-12,4.75,21.0,6.35,15.05,6.1
2020-05-13,4.8,21.45,6.35,15.1,6.05
2020-05-14,4.95,22.0,6.3,15.4,6.1
2020-05-15,4.95,22.5,6.25,15.45,6.25
2020-05-18,4.9,22.75,6.4,15.5,6.25
2020-05-19,5.1,23.3,6.6,15.85,6.4
2020-05-20,5.15,23.85,6.55,16.5,6.65
2020-05-21,5.35,24.0,6.7,17.0,6.7
2020-05-22,5.2,23.75,6.7,16.95,6.8
2020-05-27,5.7,24.85,7.35,17.9,7.2
2020-05-28,5.5,24.4,7.1,17.45,6.75
2020-05-29,5.35,24.0,7.1,16.9,6.65
2020-06-01,5.45,24.55,7.2,17.05,6.75
2020-06-02,5.45,25.1,7.1,17.1,6.8
2020-06-03,5.5,25.0,6.85,17.0,6.7
2020-06-04,5.5,24.5,6.5,16.7,6.5
2020-06-05,5.4,23.9,6.65,16.75,6.65
2020-06-08,5.5,24.1,6.8,16.9,6.75
2020-06-09,5.35,24.05,6.75,16.9,6.8
2020-06-10,5.35,24.2,6.75,16.6,6.8
2020-06-11,5.35,24.0,6.8,16.65,6.75
2020-06-15,5.25,23.6,6.75,16.2,6.4
2020-06-16,5.15,23.6,6.75,16.1,6.45
2020-06-17,5.05,23.0,6.85,16.15,6.4
2020-06-18,5.1,23.1,6.8,16.15,6.4
2020-06-19,5.3,23.15,6.75,16.15,6.4
2020-06-22,5.25,22.75,6.75,16.15,6.35
2020-06-23,5.25,22.75,6.65,16.25,6.3
2020-06-24,5.3,22.7,6.6,16.4,6.3
2020-06-25,5.25,22.7,6.6,16.15,6.3
2020-06-26,5.2,22.7,6.6,16.2,6.4
2020-06-29,5.3,22.35,6.6,16.2,6.25
2020-06-30,5.25,22.05,6.55,16.1,6.25
2020-07-01,5.2,21.85,6.6,15.7,6.2
2020-07-02,5.1,20.7,6.5,14.8,6.15
2020-07-03,5.05,20.8,6.35,15.25,6.05
2020-07-06,5.05,21.0,6.2,16.05,6.05
2020-07-07,5.1,21.05,6.2,16.35,6.2
2020-07-08,5.3,22.5,6.4,16.65,6.4
2020-07-09,5.25,22.75,6.35,16.75,6.4
2020-07-10,5.2,22.45,6.35,16.7,6.25
2020-07-13,5.2,22.0,6.3,16.2,6.2
2020-07-14,5.1,21.3,6.1,15.6,6.05
2020-07-15,5.05,21.5,6.15,15.55,6.05
2020-07-16,5.0,22.0,6.15,15.75,6.2
2020-07-17,5.0,21.5,6.2,15.75,6.15
2020-07-20,4.95,21.5,6.1,15.65,6.15
2020-07-21,4.95,21.5,6.15,15.55,6.15
2020-07-22,4.95,21.55,6.15,15.55,6.15
2020-07-23,5.0,21.5,6.2,15.55,6.1
2020-07-24,4.95,21.65,6.2,15.5,6.0
2020-07-27,5.0,23.3,6.3,15.9,6.15
2020-07-28,4.95,22.6,6.3,16.35,6.15
2020-07-29,5.0,22.5,6.3,16.3,6.2
2020-08-03,5.05,22.85,6.35,16.35,6.3
2020-08-04,5.05,23.15,6.35,16.95,6.3
2020-08-05,5.05,23.6,6.4,16.5,6.3
2020-08-06,5.05,23.75,6.35,16.7,6.45
2020-08-07,5.05,24.35,6.5,16.9,6.55
2020-08-10,5.05,24.55,6.6,16.8,6.45
2020-08-11,5.1,24.8,6.55,16.85,6.5
2020-08-12,5.05,24.85,6.4,16.75,6.5
2020-08-13,5.05,24.8,6.5,16.75,6.5
2020-08-14,5.0,24.9,6.4,16.7,6.5
2020-08-17,5.0,24.85,6.35,16.7,6.5
2020-08-18,5.0,24.9,6.4,16.75,6.65
2020-08-19,5.0,25.2,6.4,16.9,6.7
2020-08-20,5.0,25.25,6.5,16.9,6.65
2020-08-21,5.0,25.1,6.5,16.8,6.6
2020-08-24,5.0,25.2,6.5,16.85,6.5
2020-08-25,5.0,25.0,6.4,16.95,6.55
2020-08-26,5.05,25.05,6.4,16.95,6.45
2020-08-27,5.05,25.2,6.25,16.85,6.4
2020-08-28,4.95,25.4,6.4,16.85,6.35
2020-08-31,4.9,25.5,6.2,16.75,6.25
2020-09-01,5.05,25.6,6.4,16.85,6.55
2020-09-02,5.05,25.65,6.4,16.95,6.45
2020-09-03,5.05,25.7,6.4,17.2,6.5
2020-09-04,5.0,26.55,6.45,17.4,6.45
2020-09-07,4.95,25.9,6.8,17.3,6.3
2020-09-08,5.05,24.3,6.7,16.9,6.3
2020-09-09,4.95,24.3,6.5,16.4,6.1
2020-09-10,5.0,24.75,6.75,16.95,6.2
2020-09-11,5.05,25.0,6.75,17.2,6.2
2020-09-14,5.1,25.1,6.7,17.25,6.2
2020-09-15,5.0,25.15,6.7,17.2,6.15
2020-09-16,4.95,24.95,6.6,17.0,5.95
2020-09-17,4.9,25.0,6.6,16.7,6.0
2020-09-18,4.95,25.35,6.45,16.7,6.0
2020-09-21,4.9,25.4,6.4,16.7,6.0
2020-09-22,5.0,25.4,6.35,16.7,6.0
2020-09-23,5.0,25.5,6.3,17.0,6.05
2020-09-24,5.05,26.0,6.55,17.1,6.1
2020-09-25,5.15,27.0,6.7,17.3,6.1
