"Date","Price","Open","High","Low","Vol.","Change %"
"10/09/2019","6.00","5.95","6.00","5.90","5.13M","0.84%"
"10/08/2019","5.95","6.05","6.10","5.95","5.26M","-1.65%"
"10/07/2019","6.05","6.15","6.10","6.05","3.50M","-1.63%"
"10/04/2019","6.15","6.05","6.15","6.05","4.73M","1.65%"
"10/03/2019","6.05","6.05","6.15","6.05","6.25M","0.00%"
"10/02/2019","6.05","6.15","6.20","6.05","5.39M","-1.63%"
"09/30/2019","6.15","6.20","6.20","6.10","3.24M","-0.81%"
"09/27/2019","6.20","6.10","6.25","6.15","3.47M","1.64%"
"09/26/2019","6.10","6.05","6.10","6.05","6.34M","0.83%"
"09/25/2019","6.05","6.00","6.10","6.05","6.31M","0.83%"
"09/24/2019","6.00","6.15","6.10","6.00","9.86M","-2.44%"
"09/23/2019","6.15","6.10","6.20","6.10","2.75M","0.82%"
"09/20/2019","6.10","6.25","6.20","6.10","15.22M","-2.40%"
"09/19/2019","6.25","6.35","6.35","6.15","12.91M","-1.57%"
"09/18/2019","6.35","6.40","6.45","6.20","12.55M","-0.78%"
"09/17/2019","6.40","6.35","6.50","6.35","9.32M","0.79%"
"09/16/2019","6.35","6.30","6.50","6.30","13.32M","0.79%"
"09/13/2019","6.30","6.10","6.30","6.15","12.37M","0.00%"
"09/12/2019","6.30","6.20","6.30","6.10","6.54M","1.61%"
"09/11/2019","6.20","6.15","6.25","6.20","12.47M","0.81%"
"09/10/2019","6.15","6.10","6.20","6.05","15.30M","0.82%"
"09/09/2019","6.10","6.10","6.10","6.05","3.60M","0.00%"
"09/06/2019","6.10","6.15","6.15","6.10","14.55M","-0.81%"
"09/05/2019","6.15","6.20","6.20","6.05","5.29M","-2.38%"
"09/04/2019","6.30","6.40","6.40","6.25","8.74M","-1.56%"
"09/03/2019","6.40","6.20","6.45","6.25","9.52M","3.23%"
"09/02/2019","6.20","5.85","6.30","6.10","13.95M","5.98%"
"08/30/2019","5.85","6.00","6.00","5.85","7.75M","-2.50%"
"08/29/2019","6.00","5.90","6.00","6.00","3.13M","1.69%"
"08/28/2019","5.90","5.90","5.95","5.85","6.30M","0.00%"
"08/27/2019","5.90","6.00","6.00","5.90","8.52M","-1.67%"
"08/26/2019","6.00","6.00","6.10","5.95","17.85M","0.00%"
"08/23/2019","6.00","6.10","6.10","6.00","20.95M","0.00%"
"08/22/2019","6.00","5.90","6.10","5.90","12.94M","1.69%"
"08/21/2019","5.90","5.90","5.95","5.85","64.73M","0.00%"
"08/20/2019","5.90","5.70","5.90","5.80","5.92M","3.51%"
"08/19/2019","5.70","5.55","5.85","5.55","17.20M","2.70%"
"08/16/2019","5.55","5.50","5.60","5.50","13.05M","0.91%"
"08/15/2019","5.50","5.55","5.55","5.40","7.30M","-0.90%"
"08/14/2019","5.55","5.55","5.60","5.55","7.43M","0.00%"
"08/09/2019","5.55","5.80","5.80","5.50","8.05M","-4.31%"
"08/08/2019","5.80","5.90","5.95","5.60","5.91M","-1.69%"
"08/07/2019","5.90","5.90","5.90","5.80","5.08M","0.00%"
"08/06/2019","5.90","6.00","6.00","5.85","7.58M","-1.67%"
"08/05/2019","6.00","5.90","6.00","5.90","3.69M","1.69%"
"08/02/2019","5.90","6.00","6.00","5.85","7.36M","-1.67%"
"08/01/2019","6.00","6.00","6.00","5.95","11.22M","0.00%"
"07/31/2019","6.00","5.80","6.15","5.65","27.69M","3.45%"
"07/30/2019","5.80","5.90","5.90","5.75","21.23M","-1.69%"
"07/29/2019","5.90","5.70","5.90","5.75","3.48M","3.51%"
"07/26/2019","5.70","5.65","5.80","5.70","6.96M","0.88%"
"07/25/2019","5.65","5.65","5.85","5.60","35.70M","0.00%"
"07/24/2019","5.65","5.70","5.75","5.60","30.73M","-0.88%"
"07/23/2019","5.70","5.95","5.80","5.65","6.22M","-4.20%"
"07/22/2019","5.95","5.50","5.95","5.50","33.84M","8.18%"
"07/19/2019","5.50","5.55","5.55","5.45","45.29M","-0.90%"
"07/18/2019","5.55","5.55","5.55","5.55","16.28M","-0.89%"
"07/17/2019","5.60","5.70","5.70","5.55","13.64M","-1.75%"
"07/16/2019","5.70","5.85","5.80","5.60","24.17M","-2.56%"
"07/15/2019","5.85","5.90","5.90","5.80","24.24M","-0.85%"
"07/12/2019","5.90","5.85","6.05","5.85","8.40M","0.85%"
"07/11/2019","5.85","6.00","5.95","5.85","13.10M","-2.50%"
"07/10/2019","6.00","6.00","6.05","5.95","10.83M","0.00%"
"07/09/2019","6.00","6.10","6.10","5.95","13.33M","-1.64%"
"07/08/2019","6.10","6.05","6.10","6.00","13.51M","0.83%"
"07/05/2019","6.05","6.05","6.10","6.00","28.59M","0.00%"
"07/04/2019","6.05","6.10","6.15","6.00","20.19M","-0.82%"
"07/03/2019","6.10","6.25","6.25","6.05","34.12M","-2.40%"
"07/02/2019","6.25","6.25","6.30","6.15","23.35M","0.00%"
"07/01/2019","6.25","6.20","6.30","6.20","5.21M","0.81%"
"06/28/2019","6.20","6.15","6.30","6.20","2.76M","0.81%"
"06/27/2019","6.15","6.15","6.50","6.15","18.17M","0.00%"
"06/26/2019","6.15","6.15","6.20","6.10","13.61M","0.00%"
"06/25/2019","6.15","6.40","6.40","6.15","17.45M","-3.91%"
"06/24/2019","6.40","6.40","6.40","6.20","8.09M","0.00%"
"06/21/2019","6.40","6.50","6.50","6.40","4.46M","0.00%"
"06/20/2019","6.40","6.30","6.50","6.25","4.61M","1.59%"
"06/19/2019","6.30","6.15","6.30","6.10","11.33M","2.44%"
"06/18/2019","6.15","6.05","6.15","6.10","9.75M","1.65%"
"06/17/2019","6.05","6.15","6.15","6.05","8.19M","-1.63%"
"06/14/2019","6.15","6.20","6.20","6.05","7.75M","0.00%"
"06/13/2019","6.15","6.20","6.25","6.10","25.46M","-0.81%"
"06/11/2019","6.20","6.30","6.40","6.20","6.05M","-1.59%"
"06/10/2019","6.30","6.25","6.40","6.25","4.99M","0.80%"
"06/07/2019","6.25","6.20","6.30","6.05","91.68M","0.81%"
"06/06/2019","6.20","6.35","6.30","6.20","8.05M","-2.36%"
"06/03/2019","6.35","6.25","6.50","6.25","4.71M","1.60%"
"05/31/2019","6.25","6.60","6.50","6.20","43.97M","-5.30%"
"05/30/2019","6.60","6.25","6.70","6.35","42.61M","5.60%"
"05/28/2019","6.25","5.70","6.25","5.70","20.28M","9.65%"
"05/27/2019","5.70","5.75","5.80","5.65","20.06M","-0.87%"
"05/24/2019","5.75","5.65","5.75","5.65","46.17M","1.77%"
"05/23/2019","5.65","5.70","5.90","5.60","44.42M","-0.88%"
"05/22/2019","5.70","5.95","6.00","5.70","22.37M","-4.20%"
"05/21/2019","5.95","6.00","6.00","5.95","16.32M","-0.83%"
"05/20/2019","6.00","6.00","6.00","5.95","17.20M","0.00%"
"05/17/2019","6.00","6.00","6.25","5.95","19.40M","0.00%"
"05/16/2019","6.00","6.00","6.50","6.00","19.74M","0.00%"
"05/15/2019","6.00","6.15","6.25","6.00","18.78M","-2.44%"
"05/14/2019","6.15","6.00","6.25","6.15","19.38M","2.50%"
"05/13/2019","6.00","6.50","6.50","5.85","15.96M","-7.69%"
"05/10/2019","6.50","6.60","6.60","6.50","7.31M","-1.52%"
"05/09/2019","6.60","6.60","6.65","6.60","3.93M","0.00%"
"05/08/2019","6.60","6.60","6.95","6.60","59.70M","0.00%"
"05/07/2019","6.60","6.70","6.70","6.60","40.52M","-1.49%"
"05/06/2019","6.70","6.70","6.70","6.60","37.00M","0.00%"
"05/03/2019","6.70","6.60","6.85","6.60","11.69M","0.75%"
"05/02/2019","6.65","6.80","6.80","6.60","16.22M","-2.21%"
"04/30/2019","6.80","6.70","6.90","6.60","9.34M","1.49%"
"04/29/2019","6.70","6.85","6.80","6.70","5.58M","-2.19%"
"04/26/2019","6.85","6.85","6.90","6.80","29.99M","0.00%"
"04/25/2019","6.85","7.00","6.95","6.85","7.29M","-2.14%"
"04/24/2019","7.00","6.85","7.05","6.95","25.89M","2.19%"
"04/23/2019","6.85","6.65","7.00","6.60","34.27M","3.01%"
"04/18/2019","6.65","6.50","6.65","6.50","15.98M","2.31%"
"04/17/2019","6.50","6.50","6.60","6.35","24.19M","0.00%"
"04/16/2019","6.50","6.20","6.50","6.30","11.30M","4.84%"
"04/15/2019","6.20","6.50","6.50","6.20","13.65M","-4.62%"
"04/12/2019","6.50","6.45","6.50","6.45","7.12M","0.78%"
"04/11/2019","6.45","6.30","6.65","6.40","8.86M","2.38%"
"04/10/2019","6.30","6.15","6.40","6.10","19.57M","2.44%"
"04/09/2019","6.15","6.00","6.15","6.00","26.93M","2.50%"
"04/08/2019","6.00","6.20","6.25","5.80","19.38M","-3.23%"
"04/05/2019","6.20","6.35","6.40","6.15","22.63M","-2.36%"
"04/04/2019","6.35","6.30","6.50","6.30","28.36M","0.79%"
"04/03/2019","6.30","6.85","7.40","6.20","35.33M","-16.00%"
"04/02/2019","7.50","7.70","7.75","7.50","41.33M","-2.60%"
"04/01/2019","7.70","7.70","7.80","7.65","62.95M","0.00%"
"03/29/2019","7.70","7.80","7.80","7.65","36.30M","-1.28%"
"03/28/2019","7.80","7.75","7.80","7.65","17.38M","0.65%"
"03/27/2019","7.75","7.75","7.80","7.70","11.40M","0.00%"
"03/26/2019","7.75","7.80","7.90","7.70","11.75M","-0.64%"
"03/25/2019","7.80","7.80","7.85","7.70","8.11M","0.00%"
"03/22/2019","7.80","7.70","8.10","7.80","8.13M","1.30%"
"03/21/2019","7.70","7.70","7.95","7.70","24.59M","0.00%"
"03/20/2019","7.70","7.55","7.85","7.60","15.09M","1.99%"
"03/19/2019","7.55","7.50","7.65","7.45","40.91M","0.00%"
"03/18/2019","7.55","7.45","7.65","7.45","22.62M","1.34%"
"03/15/2019","7.45","7.65","7.85","7.45","24.04M","-2.61%"
"03/14/2019","7.65","7.55","7.65","7.60","5.86M","1.32%"
"03/13/2019","7.55","7.55","7.60","7.45","12.46M","0.00%"
"03/12/2019","7.55","7.60","7.70","7.50","8.53M","-0.66%"
"03/11/2019","7.60","7.65","7.75","7.60","17.53M","-0.65%"
"03/08/2019","7.65","7.75","7.80","7.65","11.93M","-1.29%"
"03/07/2019","7.75","7.70","7.80","7.65","14.42M","0.65%"
"03/06/2019","7.70","7.70","7.70","7.65","4.84M","0.00%"
"03/05/2019","7.70","7.70","8.00","7.60","40.82M","0.00%"
"03/04/2019","7.70","7.60","7.80","7.65","31.06M","1.32%"
"03/01/2019","7.60","7.45","7.85","7.55","18.42M","2.01%"
"02/28/2019","7.45","7.80","7.70","7.45","24.89M","-4.49%"
"02/27/2019","7.80","8.00","8.10","7.80","20.89M","-2.50%"
"02/26/2019","8.00","8.20","8.30","8.00","19.02M","-2.44%"
"02/25/2019","8.20","8.00","8.25","8.05","12.99M","2.50%"
"02/22/2019","8.00","8.00","8.10","8.00","6.57M","0.00%"
"02/21/2019","8.00","7.95","8.30","8.00","10.29M","0.63%"
"02/20/2019","7.95","8.00","8.20","7.90","33.03M","-0.63%"
"02/19/2019","8.00","7.65","8.00","7.60","15.82M","4.58%"
"02/18/2019","7.65","8.00","8.00","7.45","20.45M","-4.37%"
"02/15/2019","8.00","7.85","8.20","7.85","43.29M","1.91%"
"02/14/2019","7.85","7.75","7.90","7.70","24.22M","1.29%"
"02/13/2019","7.75","7.95","8.10","7.70","40.61M","-2.52%"
"02/12/2019","7.95","8.00","8.40","7.95","39.72M","-0.63%"
"02/11/2019","8.00","7.65","8.00","7.60","69.91M","4.58%"
"02/08/2019","7.65","7.35","7.75","7.35","142.37M","4.08%"
"02/07/2019","7.35","7.20","7.35","7.15","136.50M","2.08%"
"02/06/2019","7.20","7.20","7.20","7.15","10.23M","0.00%"
"02/05/2019","7.20","7.20","7.25","7.15","8.24M","0.00%"
"02/04/2019","7.20","7.15","7.20","7.15","6.97M","0.70%"
"02/01/2019","7.15","6.80","7.20","6.95","12.56M","5.15%"
"01/31/2019","6.80","7.25","7.25","6.55","123.71M","-6.21%"
"01/30/2019","7.25","7.30","7.35","7.25","15.97M","-0.68%"
"01/29/2019","7.30","7.35","7.35","7.25","48.84M","-0.68%"
"01/28/2019","7.35","7.70","7.55","7.35","21.89M","-4.55%"
"01/25/2019","7.70","7.25","7.70","7.40","6.99M","6.21%"
"01/24/2019","7.25","7.25","7.50","7.25","31.64M","0.00%"
"01/23/2019","7.25","7.25","7.30","7.20","62.12M","0.00%"
"01/22/2019","7.25","7.25","7.35","7.25","21.96M","-1.36%"
"01/21/2019","7.35","7.30","7.35","7.25","6.07M","0.68%"
"01/18/2019","7.30","7.50","7.45","7.30","10.48M","-2.67%"
"01/17/2019","7.50","7.45","7.50","7.40","4.48M","0.67%"
"01/16/2019","7.45","7.30","7.55","7.40","7.72M","2.05%"
"01/15/2019","7.30","7.35","7.50","7.25","26.15M","-0.68%"
"01/14/2019","7.35","7.35","7.70","7.35","6.72M","0.00%"
"01/11/2019","7.35","7.25","7.40","7.25","26.47M","1.38%"
"01/10/2019","7.25","7.25","7.30","7.20","26.96M","0.00%"
"01/09/2019","7.25","7.30","7.30","7.10","3.06M","-0.68%"
"01/08/2019","7.30","7.70","7.50","7.15","6.33M","-5.19%"
"01/07/2019","7.70","7.90","7.80","7.60","3.00M","-2.53%"
"01/04/2019","7.90","7.80","7.95","7.60","7.36M","1.28%"
"01/03/2019","7.80","7.80","7.80","7.60","6.92M","0.00%"
"01/02/2019","7.80","7.70","7.90","7.80","4.91M","1.30%"
"12/31/2018","7.70","7.85","7.90","7.70","1.60M","-1.91%"
"12/28/2018","7.85","8.00","8.00","7.85","10.01M","-1.88%"
"12/27/2018","8.00","8.00","8.00","7.90","6.73M","0.00%"
"12/24/2018","8.00","7.85","8.00","7.65","3.14M","1.91%"
"12/21/2018","7.85","7.50","7.85","7.60","13.13M","4.67%"
"12/20/2018","7.50","7.75","7.80","7.50","17.27M","-3.23%"
"12/19/2018","7.75","7.55","7.75","7.55","1.74M","2.65%"
"12/18/2018","7.55","7.65","7.95","7.50","15.08M","-1.31%"
"12/17/2018","7.65","7.55","7.70","7.60","2.05M","1.32%"
"12/14/2018","7.55","7.40","7.55","7.50","100.93M","2.03%"
"12/13/2018","7.40","7.50","7.70","7.40","9.63M","-1.33%"
"12/12/2018","7.50","7.80","7.70","7.50","15.08M","-3.85%"
"12/11/2018","7.80","7.65","7.80","7.60","7.70M","1.96%"
"12/10/2018","7.65","7.50","7.70","7.50","8.93M","2.00%"
"12/07/2018","7.50","7.80","7.65","7.50","5.99M","-3.85%"
"12/06/2018","7.80","7.75","7.90","7.60","4.11M","0.65%"
"12/05/2018","7.75","8.00","7.75","7.70","1.84M","-3.13%"
"12/04/2018","8.00","7.50","8.00","7.50","5.83M","6.67%"
"12/03/2018","7.50","7.50","7.70","7.40","20.27M","0.00%"
"11/30/2018","7.50","7.05","7.50","7.05","7.05M","6.38%"
"11/29/2018","7.05","7.35","7.30","7.05","7.86M","-4.08%"
"11/28/2018","7.35","7.50","7.50","7.35","11.52M","-2.00%"
"11/27/2018","7.50","7.65","7.60","7.45","12.47M","-1.96%"
"11/26/2018","7.65","7.80","7.80","7.55","2.03M","-1.92%"
"11/23/2018","7.80","7.85","7.85","7.50","11.28M","-0.64%"
"11/22/2018","7.85","7.85","7.85","7.80","1.38M","0.00%"
"11/21/2018","7.85","7.80","7.90","7.75","9.05M","0.64%"
"11/19/2018","7.80","7.80","7.80","7.75","12.85M","0.00%"
"11/16/2018","7.80","7.75","7.95","7.60","21.46M","0.65%"
"11/15/2018","7.75","7.95","8.00","7.75","13.62M","-2.52%"
"11/14/2018","7.95","8.00","8.00","7.95","7.86M","-0.63%"
"11/13/2018","8.00","7.90","8.00","7.90","9.01M","1.27%"
"11/12/2018","7.90","7.95","8.00","7.85","16.06M","-0.63%"
"11/09/2018","7.95","7.85","8.00","7.85","7.09M","1.27%"
"11/08/2018","7.85","8.00","7.95","7.85","786.90K","-1.88%"
"11/07/2018","8.00","7.80","8.00","7.80","5.59M","2.56%"
"11/06/2018","7.80","7.50","7.85","7.70","2.05M","4.00%"
"11/05/2018","7.50","7.90","7.85","7.50","12.50M","-5.06%"
"11/02/2018","7.90","7.90","7.95","7.90","4.62M","0.00%"
"11/01/2018","7.90","7.90","7.95","7.90","4.33M","0.00%"
"10/31/2018","7.90","8.00","8.00","7.85","2.80M","-1.25%"
"10/30/2018","8.00","8.10","8.10","8.00","7.84M","-1.23%"
"10/29/2018","8.10","8.00","8.10","8.00","5.00M","1.25%"
"10/26/2018","8.00","8.00","8.00","7.95","4.63M","0.00%"
"10/25/2018","8.00","8.00","8.00","7.95","3.25M","0.00%"
"10/24/2018","8.00","8.00","8.00","8.00","11.24M","0.00%"
"10/23/2018","8.00","8.10","8.10","7.95","14.42M","-1.23%"
"10/22/2018","8.10","8.15","8.15","8.05","4.75M","-0.61%"
"10/19/2018","8.15","8.05","8.15","8.05","6.72M","1.24%"
"10/18/2018","8.05","8.10","8.10","8.05","10.84M","-0.62%"
"10/17/2018","8.10","8.20","8.20","8.10","68.37M","-1.22%"
"10/16/2018","8.20","8.15","8.20","8.20","655.20K","0.61%"
"10/15/2018","8.15","8.10","8.20","8.10","14.61M","0.62%"
"10/12/2018","8.10","8.05","8.15","8.00","3.72M","0.62%"
"10/11/2018","8.05","8.20","8.20","8.05","3.72M","-1.83%"
"10/10/2018","8.20","8.20","8.20","8.15","2.04M","0.00%"
"10/09/2018","8.20","8.15","8.20","8.15","2.84M","0.61%"
"10/08/2018","8.15","8.20","8.20","8.15","1.40M","-0.61%"
"10/05/2018","8.20","8.25","8.25","8.20","689.10K","-0.61%"
"10/04/2018","8.25","8.30","8.25","8.20","3.44M","-0.60%"
"10/03/2018","8.30","8.40","8.35","8.20","20.81M","-1.19%"
"10/02/2018","8.40","8.40","8.40","8.30","13.88M","0.00%"
"09/28/2018","8.40","8.30","8.40","8.20","44.49M","1.20%"
"09/27/2018","8.30","8.35","8.40","8.30","16.23M","-0.60%"
"09/26/2018","8.35","8.30","8.45","8.20","19.77M","0.60%"
"09/25/2018","8.30","8.10","8.35","8.10","35.25M","2.47%"
"09/24/2018","8.10","8.00","8.30","8.00","10.57M","1.25%"
"09/21/2018","8.00","7.80","8.00","7.80","66.14M","2.56%"
"09/20/2018","7.80","7.50","7.80","7.30","12.77M","4.00%"
"09/19/2018","7.50","7.70","7.80","7.40","6.05M","-2.60%"
"09/18/2018","7.70","7.20","7.70","7.40","6.73M","6.94%"
"09/17/2018","7.20","7.40","7.80","7.20","6.08M","-2.70%"
"09/14/2018","7.40","7.15","7.60","7.35","5.46M","3.50%"
"09/13/2018","7.15","7.05","7.30","7.05","16.31M","1.42%"
"09/12/2018","7.05","7.25","7.30","7.00","6.34M","-5.37%"
"09/11/2018","7.45","7.80","7.80","7.40","15.56M","-4.49%"
"09/10/2018","7.80","7.90","7.90","7.65","16.66M","-1.27%"
"09/07/2018","7.90","7.90","7.95","7.90","6.39M","0.00%"
"09/06/2018","7.90","8.00","8.10","7.90","15.17M","-1.25%"
"09/05/2018","8.00","8.05","8.05","8.00","22.48M","-0.62%"
"09/04/2018","8.05","7.90","8.10","8.00","54.44M","1.90%"
"09/03/2018","7.90","8.00","8.10","7.90","10.75M","-1.25%"
"08/31/2018","8.00","8.10","8.15","8.00","19.71M","-1.23%"
"08/30/2018","8.10","8.05","8.25","7.90","57.12M","0.62%"
"08/29/2018","8.05","8.35","8.40","8.00","27.20M","-3.59%"
"08/28/2018","8.35","8.15","8.45","8.20","13.81M","2.45%"
"08/27/2018","8.15","8.00","8.15","8.10","10.74M","1.87%"
"08/24/2018","8.00","8.00","8.05","7.90","235.66M","0.00%"
"08/23/2018","8.00","8.15","8.10","8.00","54.33M","-1.84%"
"08/20/2018","8.15","8.35","8.35","8.10","42.72M","-2.40%"
"08/17/2018","8.35","8.35","8.40","8.35","9.63M","0.00%"
"08/16/2018","8.35","8.90","8.85","8.20","36.50M","-6.18%"
"08/15/2018","8.90","9.10","9.10","8.70","28.27M","-2.20%"
"08/14/2018","9.10","9.15","9.40","9.10","26.87M","-0.55%"
"08/13/2018","9.15","9.45","9.45","9.15","30.60M","-3.17%"
"08/10/2018","9.45","9.45","9.60","9.45","52.10M","0.00%"
"08/09/2018","9.45","9.50","9.60","9.40","27.22M","-0.53%"
"08/08/2018","9.50","9.60","9.60","9.50","21.39M","-1.04%"
"08/07/2018","9.60","9.70","9.65","9.60","22.19M","-1.03%"
"08/06/2018","9.70","9.45","9.70","9.60","21.65M","2.65%"
"08/03/2018","9.45","9.85","9.75","9.40","29.37M","-4.06%"
"08/02/2018","9.85","9.30","9.85","9.30","28.73M","5.91%"
"08/01/2018","9.30","9.55","9.55","9.30","28.67M","-2.62%"
"07/31/2018","9.55","9.80","9.80","9.30","27.99M","-2.55%"
"07/30/2018","9.80","9.70","9.90","9.70","32.51M","1.03%"
"07/27/2018","9.70","9.65","9.80","9.65","32.09M","0.52%"
"07/26/2018","9.65","9.50","9.65","9.45","21.71M","1.58%"
"07/25/2018","9.50","9.15","9.50","9.30","51.70M","3.83%"
"07/24/2018","9.15","9.40","9.40","9.10","10.97M","-2.66%"
"07/23/2018","9.40","9.55","9.75","9.40","5.37M","-1.57%"
"07/20/2018","9.55","9.60","9.60","9.30","8.95M","-1.55%"
"07/19/2018","9.70","9.90","9.95","9.70","3.91M","-2.02%"
"07/18/2018","9.90","9.85","9.95","9.60","8.64M","0.51%"
"07/17/2018","9.85","9.95","10.00","9.75","5.95M","-1.01%"
"07/16/2018","9.95","10.00","10.00","9.95","2.13M","-0.50%"
"07/13/2018","10.00","10.00","10.05","10.00","6.55M","0.00%"
"07/12/2018","10.00","10.20","10.10","10.00","13.75M","-1.96%"
"07/11/2018","10.20","10.30","10.30","10.00","4.52M","-0.97%"
"07/10/2018","10.30","10.30","10.35","10.30","2.72M","0.00%"
"07/09/2018","10.30","10.35","10.45","10.30","11.10M","-0.48%"
"07/06/2018","10.35","10.35","10.40","10.25","14.31M","0.00%"
"07/05/2018","10.35","10.30","10.40","10.25","294.92M","0.49%"
"07/04/2018","10.30","10.30","10.30","10.10","5.07M","0.00%"
"07/03/2018","10.30","10.50","10.50","10.25","6.35M","-1.90%"
"07/02/2018","10.50","10.50","10.50","10.45","12.57M","0.00%"
"06/29/2018","10.50","10.70","10.60","10.45","2.87M","-0.47%"
"06/28/2018","10.55","10.75","10.65","10.45","17.98M","0.48%"
"06/27/2018","10.50","10.50","10.60","10.50","16.62M","0.00%"
"06/26/2018","10.50","10.75","10.75","10.50","10.35M","-0.94%"
"06/25/2018","10.60","10.50","10.70","10.50","43.71M","0.00%"
"06/22/2018","10.60","10.60","10.60","10.60","1.12M","-0.93%"
"06/21/2018","10.70","10.85","10.85","10.65","3.04M","-0.47%"
"06/20/2018","10.75","10.50","10.75","10.35","14.21M","1.42%"
"06/19/2018","10.60","10.60","10.70","10.60","123.00M","-3.64%"
"06/14/2018","11.00","10.80","11.00","10.80","66.10M","0.46%"
"06/13/2018","10.95","11.10","11.20","10.90","90.62M","-1.35%"
"06/12/2018","11.10","10.95","11.15","10.95","13.57M","1.37%"
"06/11/2018","10.95","10.95","11.00","10.95","18.84M","0.00%"
"06/08/2018","10.95","11.00","11.00","10.90","5.63M","-1.35%"
"06/07/2018","11.10","11.65","11.20","11.10","4.07M","-1.33%"
"06/06/2018","11.25","11.80","11.55","11.25","22.46M","-0.44%"
"06/05/2018","11.30","11.10","11.30","11.05","23.23M","2.73%"
"06/04/2018","11.00","11.00","11.00","10.60","7.15M","0.00%"
"06/01/2018","11.00","11.00","11.00","10.70","59.98M","1.85%"
"05/31/2018","10.80","10.20","11.05","10.15","65.56M","1.89%"
"05/30/2018","10.60","10.15","10.65","10.10","20.87M","1.92%"
"05/28/2018","10.40","10.20","10.50","10.20","10.17M","-1.89%"
"05/25/2018","10.60","11.05","11.00","10.50","21.43M","-4.93%"
"05/24/2018","11.15","11.20","11.20","11.15","13.03M","-1.33%"
"05/23/2018","11.30","11.20","11.35","11.20","18.14M","0.89%"
"05/22/2018","11.20","11.25","11.25","11.15","11.34M","-0.88%"
"05/21/2018","11.30","11.05","11.40","11.00","9.41M","-1.31%"
"05/18/2018","11.45","11.05","11.45","10.70","8.26M","3.15%"
"05/17/2018","11.10","11.30","11.30","11.10","8.26M","-3.06%"
"05/16/2018","11.45","11.50","11.50","11.45","8.15M","-1.29%"
"05/15/2018","11.60","11.70","11.70","11.40","31.46M","-0.85%"
"05/14/2018","11.70","11.70","11.75","11.60","60.45M","0.00%"
"05/11/2018","11.70","11.75","11.75","11.70","5.23M","0.00%"
"05/10/2018","11.70","11.75","11.80","11.70","19.04M","0.00%"
"05/09/2018","11.70","11.40","11.75","11.70","15.45M","-0.43%"
"05/08/2018","11.75","11.65","11.75","11.65","13.72M","0.43%"
"05/07/2018","11.70","11.75","11.75","11.70","9.15M","0.00%"
"05/04/2018","11.70","11.70","11.75","11.70","17.05M","-0.43%"
"05/03/2018","11.75","11.90","11.90","11.70","79.91M","0.43%"
"05/02/2018","11.70","11.40","11.80","11.40","52.33M","1.30%"
"04/30/2018","11.55","11.60","11.65","11.45","67.76M","-0.43%"
"04/27/2018","11.60","11.25","11.65","11.25","26.60M","2.20%"
"04/26/2018","11.35","11.40","11.45","11.35","11.43M","-1.73%"
"04/25/2018","11.55","11.30","11.60","11.30","60.01M","1.76%"
"04/24/2018","11.35","11.30","11.35","11.25","5.03M","0.89%"
"04/23/2018","11.25","11.00","11.40","11.00","3.02M","0.45%"
"04/20/2018","11.20","11.15","11.35","11.15","18.94M","0.45%"
"04/19/2018","11.15","11.15","11.30","11.15","6.40M","0.00%"
"04/18/2018","11.15","11.20","11.25","11.15","8.22M","-0.45%"
"04/17/2018","11.20","11.00","11.30","10.85","382.47M","3.23%"
"04/16/2018","10.85","10.55","11.00","10.75","10.10M","1.88%"
"04/13/2018","10.65","10.55","10.70","10.60","9.36M","-1.84%"
"04/12/2018","10.85","10.85","11.00","10.80","30.16M","-0.91%"
"04/11/2018","10.95","11.05","11.05","10.85","19.76M","-0.90%"
"04/10/2018","11.05","11.60","11.20","11.05","18.47M","-6.75%"
"04/09/2018","11.85","11.90","11.95","11.80","18.40M","-0.42%"
"04/06/2018","11.90","11.95","11.95","11.85","49.32M","0.00%"
"04/05/2018","11.90","11.75","11.95","11.75","103.50M","1.28%"
"04/04/2018","11.75","11.65","11.75","11.60","9.19M","0.86%"
"04/03/2018","11.65","11.55","11.70","11.55","4.24M","-0.85%"
"03/29/2018","11.75","11.70","11.75","11.70","22.48M","2.17%"
"03/28/2018","11.50","11.80","11.80","11.45","3.20M","-2.54%"
"03/27/2018","11.80","11.80","11.85","11.75","5.80M","-1.26%"
"03/26/2018","11.95","11.80","12.00","11.65","43.95M","3.91%"
"03/23/2018","11.50","11.80","11.80","11.50","4.51M","-2.13%"
"03/22/2018","11.75","11.20","11.75","11.20","29.50M","2.17%"
"03/21/2018","11.50","11.05","11.50","11.15","14.23M","4.07%"
"03/20/2018","11.05","11.20","11.45","11.00","11.03M","-1.34%"
"03/19/2018","11.20","11.15","11.35","11.10","3.26M","0.45%"
"03/16/2018","11.15","11.70","11.70","11.15","20.47M","-4.29%"
"03/15/2018","11.65","11.80","11.90","11.60","27.03M","-2.10%"
"03/14/2018","11.90","12.05","12.45","11.75","11.39M","-2.06%"
"03/13/2018","12.15","12.40","12.40","12.10","27.38M","-1.22%"
"03/12/2018","12.30","12.50","12.80","12.30","17.13M","-4.65%"
"03/09/2018","12.90","12.70","12.90","12.65","18.23M","0.78%"
"03/08/2018","12.80","12.75","12.80","12.55","7.15M","-0.78%"
"03/07/2018","12.90","12.70","12.90","12.70","12.40M","0.78%"
"03/06/2018","12.80","12.60","12.80","12.60","7.20M","1.59%"
